name,model_name,probability_threshold,protection_fraction,vix_threshold,fsi_threshold,vol_cap,dd_start,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection,MDD9Pass,MDD10Pass,ReturnRetention
none_pt0.45_pf1.00_vx25_fs2_vc0.22_dd0.03,none,0.45,1.0,25.0,2.0,0.22,-0.03,129.0,0.09469780258790439,0.11376230586628933,0.8534929155769987,1.6635359839924757,-0.10631209787708495,0.8907528350855357,2.6449236984553064,0.6356589147286822,0.16335193999782788,0.6965288592651845,False,False,0.6212972240949813
none_pt0.45_pf1.00_vx25_fs2_vc0.22_dd0.05,none,0.45,1.0,25.0,2.0,0.22,-0.05,129.0,0.09636163423727973,0.1198033699630324,0.8293105685669376,1.5062762511574226,-0.12982466057084052,0.7422444535081125,2.6884605478035177,0.6356589147286822,0.203075547056815,0.43745902149492255,False,False,0.6322133589668406
none_pt0.45_pf1.00_vx25_fs2_vc0.26_dd0.03,none,0.45,1.0,25.0,2.0,0.26,-0.03,129.0,0.08808831623340008,0.11193299768747075,0.811500825493324,1.4973568666409567,-0.10617937251775533,0.8296179770573605,2.4782184128247198,0.6356589147286822,0.16468240396434758,0.688878509124304,False,False,0.5779334351524098
none_pt0.45_pf1.00_vx25_fs2_vc0.26_dd0.05,none,0.45,1.0,25.0,2.0,0.26,-0.05,129.0,0.09501613978559065,0.12129214168388587,0.8102313829552786,1.4936844087790822,-0.14096756031305235,0.674028404652705,2.653203701876858,0.6356589147286822,0.17073712014420034,0.6759081723553662,False,False,0.6233857838275586
none_pt0.45_pf1.00_vx25_fs2_vc99.00_dd0.03,none,0.45,1.0,25.0,2.0,99.0,-0.03,129.0,0.0675465186173565,0.11649836090267995,0.6212472752935648,0.952558724749506,-0.18772550914111097,0.3598153438304573,2.0191016909496176,0.6356589147286822,0.17060919174768271,0.6854002478312833,False,False,0.44316196751543085
none_pt0.45_pf1.00_vx25_fs2_vc99.00_dd0.05,none,0.45,1.0,25.0,2.0,99.0,-0.05,129.0,0.07779068177637916,0.12737513089355723,0.6533627338479762,1.045252094145797,-0.17871064639634793,0.4352884584383041,2.2374073656863342,0.6356589147286822,0.1735623810995863,0.6713193824639114,False,False,0.5103722929922947
none_pt0.45_pf1.00_vx25_fs99_vc0.18_dd0.03,none,0.45,1.0,25.0,99.0,0.18,-0.03,129.0,0.09601171567361799,0.10685289301880253,0.9131981306000433,1.8012435492863919,-0.10633513851274579,0.9029161669085485,2.679250759224991,0.6356589147286822,0.15200731963288885,0.704658761273353,False,False,0.6299175989141136
none_pt0.45_pf1.00_vx25_fs99_vc0.18_dd0.05,none,0.45,1.0,25.0,99.0,0.18,-0.05,129.0,0.097902244602321,0.1130656827804174,0.8845094280019478,1.6420531714509046,-0.11355170458313235,0.8621820778625633,2.7293515911879385,0.6356589147286822,0.19204236094264246,0.4340996753414656,False,False,0.6423210585866241
none_pt0.45_pf1.00_vx25_fs99_vc0.22_dd0.03,none,0.45,1.0,25.0,99.0,0.22,-0.03,129.0,0.10218650895302583,0.116664305861036,0.8938524044275767,1.7893987371449525,-0.10631209787708484,0.9611936081928427,2.8460480405635598,0.6356589147286822,0.15411680621419405,0.6910890814422525,False,False,0.6704294357151341
none_pt0.45_pf1.00_vx25_fs99_vc0.22_dd0.05,none,0.45,1.0,25.0,99.0,0.22,-0.05,129.0,0.10386172269034688,0.12255129215249597,0.8693465991030549,1.6171609190440144,-0.12982466057084074,0.8000153609773791,2.892895503442039,0.6356589147286822,0.19384041327318105,0.43201924367199074,False,False,0.6814202466560448
none_pt0.45_pf1.00_vx25_fs99_vc0.26_dd0.03,none,0.45,1.0,25.0,99.0,0.26,-0.03,129.0,0.10625179325703393,0.12245385201575813,0.8872420677112829,1.7953590465550362,-0.10617937251775555,1.000682060343371,2.9609451872807377,0.6356589147286822,0.15688788380359586,0.6767494487404954,False,False,0.697101119579103
none_pt0.45_pf1.00_vx25_fs99_vc0.26_dd0.05,none,0.45,1.0,25.0,99.0,0.26,-0.05,129.0,0.10383199526034104,0.12490515391741953,0.8548186930276324,1.6261890295001067,-0.14096756031305224,0.7365665904251816,2.892058115147261,0.6356589147286822,0.15970914442385062,0.6694793440191744,False,False,0.6812252097149821
none_pt0.45_pf1.00_vx25_fs99_vc99.00_dd0.03,none,0.45,1.0,25.0,99.0,99.0,-0.03,129.0,0.08289605932889765,0.12546626506433428,0.6990434734937983,1.1639614857033793,-0.17871064639634793,0.46385630067639716,2.3540073424238925,0.6356589147286822,0.1659439782103033,0.6762632924840745,False,False,0.5438678632658727
none_pt0.45_pf1.00_vx25_fs99_vc99.00_dd0.05,none,0.45,1.0,25.0,99.0,99.0,-0.05,129.0,0.09843382797884925,0.13837469178810657,0.7491497213236733,1.305860369611863,-0.17871064639634793,0.5508000220677441,2.7435912966324976,0.6356589147286822,0.15823167716612133,0.657465386718079,False,False,0.6458086925885373
none_pt0.45_pf1.00_vx30_fs1_vc0.18_dd0.03,none,0.45,1.0,30.0,1.0,0.18,-0.03,129.0,0.09060648643705327,0.09866476370412681,0.9304625212964114,1.775577049986352,-0.10633513851274534,0.8520841530308738,2.5405738331752667,0.6356589147286822,0.17210214199723908,0.6975307350945875,False,False,0.5944547494234155
none_pt0.45_pf1.00_vx30_fs1_vc0.18_dd0.05,none,0.45,1.0,30.0,1.0,0.18,-0.05,129.0,0.09106742509067378,0.10445188779418993,0.8887427547247264,1.5818810249752007,-0.11355170458313235,0.8019908236956708,2.552140556174203,0.6356589147286822,0.20123597104135094,0.42373530556661526,False,False,0.5974788946321352
none_pt0.45_pf1.00_vx30_fs1_vc0.22_dd0.03,none,0.45,1.0,30.0,1.0,0.22,-0.03,129.0,0.09653118700509355,0.10499367313167354,0.9322468296262945,1.8117545881760027,-0.10631209787708518,0.9079981388073066,2.692933462687624,0.6356589147286822,0.1754228020237883,0.6860501765560635,False,False,0.633325767714473
none_pt0.45_pf1.00_vx30_fs1_vc0.22_dd0.05,none,0.45,1.0,30.0,1.0,0.22,-0.05,129.0,0.09640141971074012,0.11057595600330787,0.8897891369766804,1.584589850726501,-0.12982466057084063,0.7425509089479756,2.6895095095828503,0.6356589147286822,0.20172555083785926,0.4275235883196066,False,False,0.6324743851315956
none_pt0.45_pf1.00_vx30_fs1_vc0.26_dd0.03,none,0.45,1.0,30.0,1.0,0.26,-0.03,129.0,0.10309915949274862,0.10926934290940674,0.9546871420488163,1.9321432191598065,-0.10617937251775489,0.9709904762858604,2.8714843392752267,0.6356589147286822,0.18128375291326287,0.6671927693515667,False,False,0.6764171907781114
none_pt0.45_pf1.00_vx30_fs1_vc0.26_dd0.05,none,0.45,1.0,30.0,1.0,0.26,-0.05,129.0,0.09662466703696149,0.11068520282318955,0.8905957210360612,1.653491713197611,-0.14096756031305235,0.6854390245697889,2.6954024135675647,0.6356589147286822,0.16981212146499836,0.6718931854981472,False,False,0.6339390753385221
none_pt0.45_pf1.00_vx30_fs1_vc99.00_dd0.03,none,0.45,1.0,30.0,1.0,99.0,-0.03,129.0,0.10699364953595181,0.11373302786273201,0.9523507669428426,1.999344179329098,-0.10617937251775544,1.0076688814304322,2.9823605221108065,0.6356589147286822,0.1837771635496043,0.6613971077989922,False,False,0.7019683206563536
none_pt0.45_pf1.00_vx30_fs1_vc99.00_dd0.05,none,0.45,1.0,30.0,1.0,99.0,-0.05,129.0,0.10033593338343794,0.11508780551080443,0.889947139334638,1.7130592282612798,-0.14096756031305235,0.7117661195286198,2.7950972968386756,0.6356589147286822,0.17201000581220954,0.6663694335027428,False,False,0.6582881036784622
none_pt0.45_pf1.00_vx30_fs2_vc0.18_dd0.03,none,0.45,1.0,30.0,2.0,0.18,-0.03,129.0,0.11399183987447792,0.1140809916075166,1.0060253563914443,1.9840525988079187,-0.10202921908524543,1.1172470092046645,3.1914026629638803,0.6356589147286822,0.16548848766771773,0.6543938718193624,False,False,0.7478823346270426
none_pt0.45_pf1.00_vx30_fs2_vc0.18_dd0.05,none,0.45,1.0,30.0,2.0,0.18,-0.05,129.0,0.11289411129743931,0.11630704077261021,0.9804824502828853,1.8728959644907706,-0.11981876806919378,0.9422072444631081,3.157757879480405,0.6356589147286822,0.16321381849323446,0.6260181277954925,False,False,0.7406803119920323
none_pt0.45_pf1.00_vx30_fs2_vc0.22_dd0.03,none,0.45,1.0,30.0,2.0,0.22,-0.03,129.0,0.1162304944244803,0.12135169675680643,0.9692756145067208,1.8753246381065518,-0.11330346909347877,1.0258335014313344,3.2610258464490216,0.6356589147286822,0.17163199845165486,0.6684231941907596,False,False,0.7625697911425514
none_pt0.45_pf1.00_vx30_fs2_vc0.22_dd0.05,none,0.45,1.0,30.0,2.0,0.22,-0.05,129.0,0.1216835549508255,0.12536205731126387,0.9812403823862361,1.9274061276589687,-0.12982466057084052,0.9372915316379917,3.4364204247143273,0.6356589147286822,0.16694058872255219,0.6170930544433876,False,False,0.7983464541194485
none_pt0.45_pf1.00_vx30_fs2_vc0.26_dd0.03,none,0.45,1.0,30.0,2.0,0.26,-0.03,129.0,0.12084918050926263,0.12669388701798764,0.9662645800322871,1.8885462556650807,-0.11285044865584493,1.0708790434481221,3.409040574379684,0.6356589147286822,0.17788026598963322,0.6469518260007645,False,False,0.7928722560891658
none_pt0.45_pf1.00_vx30_fs2_vc0.26_dd0.05,none,0.45,1.0,30.0,2.0,0.26,-0.05,129.0,0.1266626045979291,0.1327951121552393,0.9669158656468624,1.904998101545866,-0.14096756031305213,0.8985230667016195,3.603995228912469,0.6356589147286822,0.17103641624170654,0.5503028134111899,False,False,0.8310132070940491
none_pt0.45_pf1.00_vx30_fs2_vc99.00_dd0.03,none,0.45,1.0,30.0,2.0,99.0,-0.03,129.0,0.08534749228794314,0.12830680803995703,0.704243908451928,1.1459918455910771,-0.17871064639634793,0.47757363094450356,2.411929874614999,0.627906976744186,0.17907581260105318,0.670060655451042,False,False,0.5599513250874508
none_pt0.45_pf1.00_vx30_fs2_vc99.00_dd0.05,none,0.45,1.0,30.0,2.0,99.0,-0.05,129.0,0.1164244371664096,0.144469412923477,0.8366444784528576,1.4930654983555107,-0.17871064639634793,0.6514689500266326,3.267121920598401,0.6356589147286822,0.17704220599309012,0.5419463526558506,False,False,0.763842218631903
none_pt0.45_pf1.00_vx30_fs99_vc0.18_dd0.03,none,0.45,1.0,30.0,99.0,0.18,-0.03,129.0,0.12025352261935374,0.11607842963318561,1.0393307003192216,2.087146354133897,-0.10202921908524576,1.1786184751534903,3.3896153745178133,0.6356589147286822,0.15801241988467785,0.6499431445096909,False,False,0.7889642393939827
none_pt0.45_pf1.00_vx30_fs99_vc0.18_dd0.05,none,0.45,1.0,30.0,99.0,0.18,-0.05,129.0,0.11914962377441607,0.11826993993108399,1.0138883786947588,1.9706891448148949,-0.11981876806919378,0.9944153632560194,3.353880969489149,0.6356589147286822,0.1557377507101945,0.6215674004858207,False,False,0.7817217346124723
none_pt0.45_pf1.00_vx30_fs99_vc0.22_dd0.03,none,0.45,1.0,30.0,99.0,0.22,-0.03,129.0,0.12980834542061692,0.12712005281170202,1.0265795382901926,2.0833851304882787,-0.11330346909347866,1.1456696468271528,3.713653394601548,0.6356589147286822,0.1588467039888778,0.6587160869488162,False,False,0.8516519124013234
none_pt0.45_pf1.00_vx30_fs99_vc0.22_dd0.05,none,0.45,1.0,30.0,99.0,0.22,-0.05,129.0,0.1293568678575967,0.127879108048068,1.0181151810354416,2.042621791897127,-0.12982466057084063,0.9963967345557689,3.6977314778580017,0.6356589147286822,0.15770545493891835,0.6116532766204567,False,False,0.8486898399035456
none_pt0.45_pf1.00_vx30_fs99_vc0.26_dd0.03,none,0.45,1.0,30.0,99.0,0.26,-0.03,129.0,0.1304246131271456,0.13014650324125793,1.0098226268547896,2.0317967331524054,-0.11285044865584448,1.1557296818987077,3.735487208794497,0.6356589147286822,0.16609692460037284,0.6401553139569893,False,False,0.8556951468260107
none_pt0.45_pf1.00_vx30_fs99_vc0.26_dd0.05,none,0.45,1.0,30.0,99.0,0.26,-0.05,129.0,0.1357332423082429,0.13594506133786252,1.007011657517923,2.03506703625678,-0.14096756031305213,0.9628686345058028,3.9284445598184514,0.6356589147286822,0.16000844052135715,0.5438739850749962,False,False,0.8905242187139644
none_pt0.45_pf1.00_vx30_fs99_vc99.00_dd0.03,none,0.45,1.0,30.0,99.0,99.0,-0.03,129.0,0.10197478344735278,0.1355941145595981,0.7858698828562626,1.3530598101199938,-0.17871064639634782,0.5706139253796396,2.8401763641521853,0.6356589147286822,0.17267652510528075,0.6590701297222379,False,False,0.6690403383406447
none_pt0.45_pf1.00_vx30_fs99_vc99.00_dd0.05,none,0.45,1.0,30.0,99.0,99.0,-0.05,129.0,0.12837499655691986,0.14873356646237507,0.8888236871796207,1.6376976885746064,-0.17871064639634793,0.7183399486576044,3.663318102285159,0.6356589147286822,0.16005925819400896,0.5334762433022288,False,False,0.842247938435317
none_pt0.45_pf1.00_vx35_fs1_vc0.18_dd0.03,none,0.45,1.0,35.0,1.0,0.18,-0.03,129.0,0.09119968440803827,0.09853239992139398,0.9371413770184809,1.788383705365498,-0.10633513851274579,0.8576627226296102,2.555468257967607,0.6356589147286822,0.1746654415199087,0.6913499669037887,False,False,0.5983466269817109
none_pt0.45_pf1.00_vx35_fs1_vc0.18_dd0.05,none,0.45,1.0,35.0,1.0,0.18,-0.05,129.0,0.0893305942217586,0.10155665055665017,0.8952619035190656,1.641710305619459,-0.1256065427115315,0.7111937984545568,2.508804309192432,0.6434108527131783,0.16465924470397972,0.6527619538557484,False,False,0.5860838234890873
none_pt0.45_pf1.00_vx35_fs1_vc0.22_dd0.03,none,0.45,1.0,35.0,1.0,0.22,-0.03,129.0,0.09723329980384077,0.10486464214800341,0.9394183926498273,1.8258469957361705,-0.10631209787708495,0.9146023994019868,2.711527600516305,0.6356589147286822,0.17920682651938166,0.6789900119596602,False,False,0.6379322181382648
none_pt0.45_pf1.00_vx35_fs1_vc0.22_dd0.05,none,0.45,1.0,35.0,1.0,0.22,-0.05,129.0,0.09981979177417699,0.11146375678664053,0.9116827679647992,1.6394525156212874,-0.12982466057084074,0.7688815925669904,2.7810350061324502,0.6434108527131783,0.19488613997650878,0.4101644497440247,False,False,0.6549017806560662
none_pt0.45_pf1.00_vx35_fs1_vc0.26_dd0.03,none,0.45,1.0,35.0,1.0,0.26,-0.03,129.0,0.10455809094614432,0.10912033540118869,0.9680589578752403,1.9604003028821864,-0.10617937251775567,0.9847307293952954,2.912574435502288,0.6356589147286822,0.18619504997197195,0.6534999908207317,False,False,0.6859890080470307
none_pt0.45_pf1.00_vx35_fs1_vc0.26_dd0.05,none,0.45,1.0,35.0,1.0,0.26,-0.05,129.0,0.09998720571670838,0.1115705561281616,0.9120149972670312,1.7101730120450302,-0.14096756031305235,0.7092923045178817,2.7855891559485304,0.6434108527131783,0.16209869852682854,0.6544396886024219,False,False,0.6560001569111329
none_pt0.45_pf1.00_vx35_fs1_vc99.00_dd0.03,none,0.45,1.0,35.0,1.0,99.0,-0.03,129.0,0.10876633632928279,0.11358799650174933,0.9676354021958161,2.032735599743433,-0.10617937251775589,1.0243640902200124,3.034103145223833,0.6356589147286822,0.19254965874421778,0.6451792076827321,False,False,0.7135986368177452
none_pt0.45_pf1.00_vx35_fs1_vc99.00_dd0.05,none,0.45,1.0,35.0,1.0,99.0,-0.05,129.0,0.1037098517786117,0.1159306884069224,0.9108918196184991,1.7696841211515222,-0.14096756031305224,0.7357001252507962,2.888619777404417,0.6434108527131783,0.16429658287403978,0.6489159366070165,False,False,0.6804238457544056
none_pt0.45_pf1.00_vx35_fs2_vc0.18_dd0.03,none,0.45,1.0,35.0,2.0,0.18,-0.03,129.0,0.1147523060244211,0.11394871780962511,1.0131071932401563,1.998094370686999,-0.10202921908524587,1.1247004245768562,3.2149008152208465,0.6356589147286822,0.16747189423370085,0.6476614061533185,False,False,0.75287163210878
none_pt0.45_pf1.00_vx35_fs2_vc0.18_dd0.05,none,0.45,1.0,35.0,2.0,0.18,-0.05,129.0,0.11053843298276611,0.11632992514662656,0.9619259739447408,1.8342141286578113,-0.11780897668687673,0.9382853165473551,3.0866410292044484,0.6434108527131783,0.16520895382719106,0.5901824122915695,False,False,0.7252250811654393
none_pt0.45_pf1.00_vx35_fs2_vc0.22_dd0.03,none,0.45,1.0,35.0,2.0,0.22,-0.03,129.0,0.11711532951681702,0.12122229086418078,0.9767812563480675,1.8898410714401712,-0.11330346909347866,1.0336429277394275,3.2889223702446637,0.6356589147286822,0.17477904192267227,0.6607568190771609,False,False,0.7683750534783941
none_pt0.45_pf1.00_vx35_fs2_vc0.22_dd0.05,none,0.45,1.0,35.0,2.0,0.22,-0.05,129.0,0.11878276984737313,0.1252742825202478,0.9609580195347516,1.8854026718033055,-0.1298246605708404,0.9149476634491785,3.342081370968173,0.6356589147286822,0.17344639534156872,0.5912557334190325,False,False,0.7793148643336341
none_pt0.45_pf1.00_vx35_fs2_vc0.26_dd0.03,none,0.45,1.0,35.0,2.0,0.26,-0.03,129.0,0.12268168394802381,0.1265304877462202,0.9803913720384093,1.91653028070405,-0.11285044865584481,1.0871173788786688,3.469435770767359,0.6356589147286822,0.1813884836859885,0.6322227025443073,False,False,0.8048950197492831
none_pt0.45_pf1.00_vx35_fs2_vc0.26_dd0.05,none,0.45,1.0,35.0,2.0,0.26,-0.05,129.0,0.12379479277029604,0.13272231403484705,0.9479637589719471,1.8661186029971097,-0.14096756031305202,0.8781792952604147,3.5065934372559604,0.6356589147286822,0.17058556036214437,0.5315424941937973,False,False,0.8121979497275306
none_pt0.45_pf1.00_vx35_fs2_vc99.00_dd0.03,none,0.45,1.0,35.0,2.0,99.0,-0.03,129.0,0.08742461766999843,0.12818473332471886,0.71982066372497,1.1713758499046776,-0.17871064639634793,0.48919647168701086,2.462016595261951,0.627906976744186,0.1864452284333129,0.6528064104091605,False,False,0.5735790144181536
none_pt0.45_pf1.00_vx35_fs2_vc99.00_dd0.05,none,0.45,1.0,35.0,2.0,99.0,-0.05,129.0,0.11358268561408313,0.14439117245598404,0.8191898265282376,1.4608440539615697,-0.17871064639634793,0.6355675383892757,3.1788244872184515,0.6356589147286822,0.17659135011352786,0.5231860334384592,False,False,0.7451979385876103
none_pt0.45_pf1.00_vx35_fs99_vc0.18_dd0.03,none,0.45,1.0,35.0,99.0,0.18,-0.03,129.0,0.1210182633048893,0.11594556654801481,1.0463338496548493,2.101323868236838,-0.10202921908524587,1.1861137857360056,3.4145729579300563,0.6356589147286822,0.15999582645066082,0.6432106788436465,False,False,0.7939815814240123
none_pt0.45_pf1.00_vx35_fs99_vc0.18_dd0.05,none,0.45,1.0,35.0,99.0,0.18,-0.05,129.0,0.11678070433020538,0.11830135542956596,0.995561559215456,1.9317878719436954,-0.11780897668687762,0.9912716977467237,3.278347169921907,0.6434108527131783,0.1577328860441508,0.5857316849818995,False,False,0.7661796308405658
none_pt0.45_pf1.00_vx35_fs99_vc0.22_dd0.03,none,0.45,1.0,35.0,99.0,0.22,-0.03,129.0,0.13070394366545668,0.1269898454857796,1.0338091659453323,2.098145784036588,-0.11330346909347888,1.1535740671596018,3.7454219316108737,0.6356589147286822,0.1619937474598952,0.6510497118352172,False,False,0.8575277900692003
none_pt0.45_pf1.00_vx35_fs99_vc0.22_dd0.05,none,0.45,1.0,35.0,99.0,0.22,-0.05,129.0,0.1264362388046849,0.12780546650918836,0.9981472475459627,2.0005115326048375,-0.12982466057084052,0.9739000144405794,3.59621872752057,0.6356589147286822,0.16421126155793483,0.5858159555961012,False,False,0.8295280571208792
none_pt0.45_pf1.00_vx35_fs99_vc0.26_dd0.03,none,0.45,1.0,35.0,99.0,0.26,-0.03,129.0,0.1322727716723251,0.12997796262872627,1.0236694285878758,2.0600605955676783,-0.11285044865584481,1.1721067416906041,3.801665794427739,0.6356589147286822,0.1696051422967282,0.6254261905005324,False,False,0.8678206211498901
none_pt0.45_pf1.00_vx35_fs99_vc0.26_dd0.05,none,0.45,1.0,35.0,99.0,0.26,-0.05,129.0,0.13284234204046474,0.13588753001340093,0.9884093442911538,1.996073599539515,-0.14096756031305235,0.9423610775802347,3.8222741810454828,0.6356589147286822,0.1595575846417948,0.5251136658576055,False,False,0.8715574817631386
none_pt0.45_pf1.00_vx35_fs99_vc99.00_dd0.03,none,0.45,1.0,35.0,99.0,99.0,-0.03,129.0,0.10408372994545378,0.13545941634696101,0.8007569034054847,1.3786795823969562,-0.17871064639634782,0.5824148255533413,2.899156155246682,0.6356589147286822,0.1800459409375405,0.6418158846803562,False,False,0.6828768009535834
none_pt0.45_pf1.00_vx35_fs99_vc99.00_dd0.05,none,0.45,1.0,35.0,99.0,99.0,-0.05,129.0,0.1255028259994473,0.14867411819111329,0.8717869755415446,1.6053548824356323,-0.17871064639634793,0.7022683232934243,3.5643130470875692,0.6356589147286822,0.15960840231444684,0.5147159240848369,False,False,0.8234040841354393
none_pt0.55_pf0.75_vx25_fs1_vc0.18_dd0.03,none,0.55,0.75,25.0,1.0,0.18,-0.03,129.0,0.08836788188693734,0.0957770392669621,0.9340049185309759,1.7968533010186678,-0.1063351385127459,0.8310318030605197,2.485071902339731,0.6434108527131783,0.1559527085579315,0.7308425118804754,False,False,0.5797676209492109
none_pt0.55_pf0.75_vx25_fs1_vc0.18_dd0.05,none,0.55,0.75,25.0,1.0,0.18,-0.05,129.0,0.08915458254052666,0.1021938833948236,0.8888038555992259,1.5934512012389674,-0.11355170458313246,0.7851452593144967,2.5044500429796264,0.6434108527131783,0.195289852245275,0.46207786430014713,False,False,0.5849290388376042
