"업종코드별","BSI코드별","시점","기업경기조사(전망)",
"전 산 업","업황전망BSI 1)","2021.03 월","78",
"전 산 업","업황전망BSI 1)","2021.04 월","84",
"전 산 업","업황전망BSI 1)","2021.05 월","89",
"전 산 업","업황전망BSI 1)","2021.06 월","88",
"전 산 업","업황전망BSI 1)","2021.07 월","90",
"전 산 업","업황전망BSI 1)","2021.08 월","84",
"전 산 업","업황전망BSI 1)","2021.09 월","87",
"전 산 업","업황전망BSI 1)","2021.10 월","86",
"전 산 업","업황전망BSI 1)","2021.11 월","86",
"전 산 업","업황전망BSI 1)","2021.12 월","85",
"전 산 업","업황전망BSI 1)","2022.01 월","84",
"전 산 업","업황전망BSI 1)","2022.02 월","85",
"전 산 업","업황전망BSI 1)","2022.03 월","88",
"전 산 업","업황전망BSI 1)","2022.04 월","83",
"전 산 업","업황전망BSI 1)","2022.05 월","86",
"전 산 업","업황전망BSI 1)","2022.06 월","87",
"전 산 업","업황전망BSI 1)","2022.07 월","82",
"전 산 업","업황전망BSI 1)","2022.08 월","79",
"전 산 업","업황전망BSI 1)","2022.09 월","82",
"전 산 업","업황전망BSI 1)","2022.10 월","79",
"전 산 업","업황전망BSI 1)","2022.11 월","76",
"전 산 업","업황전망BSI 1)","2022.12 월","74",
"전 산 업","업황전망BSI 1)","2023.01 월","70",
"전 산 업","업황전망BSI 1)","2023.02 월","68",
"전 산 업","업황전망BSI 1)","2023.03 월","71",
"전 산 업","업황전망BSI 1)","2023.04 월","73",
"전 산 업","업황전망BSI 1)","2023.05 월","74",
"전 산 업","업황전망BSI 1)","2023.06 월","76",
"전 산 업","업황전망BSI 1)","2023.07 월","75",
"전 산 업","업황전망BSI 1)","2023.08 월","73",
"전 산 업","업황전망BSI 1)","2023.09 월","73",
"전 산 업","업황전망BSI 1)","2023.10 월","73",
"전 산 업","업황전망BSI 1)","2023.11 월","69",
"전 산 업","업황전망BSI 1)","2023.12 월","69",
"전 산 업","업황전망BSI 1)","2024.01 월","68",
"전 산 업","업황전망BSI 1)","2024.02 월","69",
"전 산 업","업황전망BSI 1)","2024.03 월","72",
"전 산 업","업황전망BSI 1)","2024.04 월","71",
"전 산 업","업황전망BSI 1)","2024.05 월","73",
"전 산 업","업황전망BSI 1)","2024.06 월","74",
"전 산 업","업황전망BSI 1)","2024.07 월","72",
"전 산 업","업황전망BSI 1)","2024.08 월","72",
"전 산 업","업황전망BSI 1)","2024.09 월","72",
"전 산 업","업황전망BSI 1)","2024.10 월","72",
"전 산 업","업황전망BSI 1)","2024.11 월","70",
"전 산 업","업황전망BSI 1)","2024.12 월","68",
"전 산 업","업황전망BSI 1)","2025.01 월","62",
"전 산 업","업황전망BSI 1)","2025.02 월","64",
"전 산 업","업황전망BSI 1)","2025.03 월","66",
"전 산 업","업황전망BSI 1)","2025.04 월","65",
"전 산 업","업황전망BSI 1)","2025.05 월","65",
"전 산 업","업황전망BSI 1)","2025.06 월","69",
"전 산 업","업황전망BSI 1)","2025.07 월","68",
"전 산 업","업황전망BSI 1)","2025.08 월","67",
"전 산 업","업황전망BSI 1)","2025.09 월","71",
"전 산 업","업황전망BSI 1)","2025.10 월","67",
"전 산 업","업황전망BSI 1)","2025.11 월","71",
"전 산 업","업황전망BSI 1)","2025.12 월","70",
"전 산 업","업황전망BSI 1)","2026.01 월","69",
"전 산 업","업황전망BSI 1)","2026.02 월","70",
"전 산 업","업황전망BSI 1)","2026.03 월","75",
"전 산 업","업황전망BSI 1)","2026.04 월","71",
"전 산 업","업황전망BSI 1)","2026.05 월","71",
"전 산 업","업황전망BSI 1)","2026.06 월","76",
"전 산 업","업황전망BSI 1)","2026.07 월","75",
"전 산 업","업황전망BSI 1)","2026.08 월","76",
"전 산 업","매출전망BSI 2)","2003.02 월","93",
"전 산 업","매출전망BSI 2)","2003.03 월","92",
"전 산 업","매출전망BSI 2)","2003.04 월","82",
"전 산 업","매출전망BSI 2)","2003.05 월","87",
"전 산 업","매출전망BSI 2)","2003.06 월","83",
"전 산 업","매출전망BSI 2)","2003.07 월","77",
"전 산 업","매출전망BSI 2)","2003.08 월","78",
"전 산 업","매출전망BSI 2)","2003.09 월","82",
"전 산 업","매출전망BSI 2)","2003.10 월","85",
"전 산 업","매출전망BSI 2)","2003.11 월","83",
"전 산 업","매출전망BSI 2)","2003.12 월","90",
"전 산 업","매출전망BSI 2)","2004.01 월","89",
"전 산 업","매출전망BSI 2)","2004.02 월","89",
"전 산 업","매출전망BSI 2)","2004.03 월","94",
"전 산 업","매출전망BSI 2)","2004.04 월","95",
"전 산 업","매출전망BSI 2)","2004.05 월","98",
"전 산 업","매출전망BSI 2)","2004.06 월","90",
"전 산 업","매출전망BSI 2)","2004.07 월","84",
"전 산 업","매출전망BSI 2)","2004.08 월","86",
"전 산 업","매출전망BSI 2)","2004.09 월","90",
"전 산 업","매출전망BSI 2)","2004.10 월","89",
"전 산 업","매출전망BSI 2)","2004.11 월","90",
"전 산 업","매출전망BSI 2)","2004.12 월","88",
"전 산 업","매출전망BSI 2)","2005.01 월","81",
"전 산 업","매출전망BSI 2)","2005.02 월","82",
"전 산 업","매출전망BSI 2)","2005.03 월","97",
"전 산 업","매출전망BSI 2)","2005.04 월","98",
"전 산 업","매출전망BSI 2)","2005.05 월","100",
"전 산 업","매출전망BSI 2)","2005.06 월","94",
"전 산 업","매출전망BSI 2)","2005.07 월","92",
"전 산 업","매출전망BSI 2)","2005.08 월","91",
"전 산 업","매출전망BSI 2)","2005.09 월","95",
"전 산 업","매출전망BSI 2)","2005.10 월","98",
"전 산 업","매출전망BSI 2)","2005.11 월","98",
"전 산 업","매출전망BSI 2)","2005.12 월","98",
"전 산 업","매출전망BSI 2)","2006.01 월","100",
"전 산 업","매출전망BSI 2)","2006.02 월","102",
"전 산 업","매출전망BSI 2)","2006.03 월","108",
"전 산 업","매출전망BSI 2)","2006.04 월","108",
"전 산 업","매출전망BSI 2)","2006.05 월","109",
"전 산 업","매출전망BSI 2)","2006.06 월","102",
"전 산 업","매출전망BSI 2)","2006.07 월","99",
"전 산 업","매출전망BSI 2)","2006.08 월","97",
"전 산 업","매출전망BSI 2)","2006.09 월","101",
"전 산 업","매출전망BSI 2)","2006.10 월","99",
"전 산 업","매출전망BSI 2)","2006.11 월","102",
"전 산 업","매출전망BSI 2)","2006.12 월","101",
"전 산 업","매출전망BSI 2)","2007.01 월","97",
"전 산 업","매출전망BSI 2)","2007.02 월","96",
"전 산 업","매출전망BSI 2)","2007.03 월","104",
"전 산 업","매출전망BSI 2)","2007.04 월","108",
"전 산 업","매출전망BSI 2)","2007.05 월","107",
"전 산 업","매출전망BSI 2)","2007.06 월","105",
"전 산 업","매출전망BSI 2)","2007.07 월","104",
"전 산 업","매출전망BSI 2)","2007.08 월","105",
"전 산 업","매출전망BSI 2)","2007.09 월","107",
"전 산 업","매출전망BSI 2)","2007.10 월","106",
"전 산 업","매출전망BSI 2)","2007.11 월","105",
"전 산 업","매출전망BSI 2)","2007.12 월","108",
"전 산 업","매출전망BSI 2)","2008.01 월","105",
"전 산 업","매출전망BSI 2)","2008.02 월","103",
"전 산 업","매출전망BSI 2)","2008.03 월","108",
"전 산 업","매출전망BSI 2)","2008.04 월","104",
"전 산 업","매출전망BSI 2)","2008.05 월","111",
"전 산 업","매출전망BSI 2)","2008.06 월","108",
"전 산 업","매출전망BSI 2)","2008.07 월","104",
"전 산 업","매출전망BSI 2)","2008.08 월","100",
"전 산 업","매출전망BSI 2)","2008.09 월","101",
"전 산 업","매출전망BSI 2)","2008.10 월","97",
"전 산 업","매출전망BSI 2)","2008.11 월","89",
"전 산 업","매출전망BSI 2)","2008.12 월","76",
"전 산 업","매출전망BSI 2)","2009.01 월","62",
"전 산 업","매출전망BSI 2)","2009.02 월","64",
"전 산 업","매출전망BSI 2)","2009.03 월","66",
"전 산 업","매출전망BSI 2)","2009.04 월","70",
"전 산 업","매출전망BSI 2)","2009.05 월","80",
"전 산 업","매출전망BSI 2)","2009.06 월","85",
"전 산 업","매출전망BSI 2)","2009.07 월","87",
"전 산 업","매출전망BSI 2)","2009.08 월","85",
"전 산 업","매출전망BSI 2)","2009.09 월","95",
"전 산 업","매출전망BSI 2)","2009.10 월","96",
"전 산 업","매출전망BSI 2)","2009.11 월","100",
"전 산 업","매출전망BSI 2)","2009.12 월","97",
"전 산 업","매출전망BSI 2)","2010.01 월","97",
"전 산 업","매출전망BSI 2)","2010.02 월","104",
"전 산 업","매출전망BSI 2)","2010.03 월","110",
"전 산 업","매출전망BSI 2)","2010.04 월","107",
"전 산 업","매출전망BSI 2)","2010.05 월","111",
"전 산 업","매출전망BSI 2)","2010.06 월","108",
"전 산 업","매출전망BSI 2)","2010.07 월","105",
"전 산 업","매출전망BSI 2)","2010.08 월","105",
"전 산 업","매출전망BSI 2)","2010.09 월","108",
"전 산 업","매출전망BSI 2)","2010.10 월","105",
"전 산 업","매출전망BSI 2)","2010.11 월","101",
"전 산 업","매출전망BSI 2)","2010.12 월","103",
"전 산 업","매출전망BSI 2)","2011.01 월","99",
"전 산 업","매출전망BSI 2)","2011.02 월","97",
"전 산 업","매출전망BSI 2)","2011.03 월","105",
"전 산 업","매출전망BSI 2)","2011.04 월","101",
"전 산 업","매출전망BSI 2)","2011.05 월","106",
"전 산 업","매출전망BSI 2)","2011.06 월","103",
"전 산 업","매출전망BSI 2)","2011.07 월","101",
"전 산 업","매출전망BSI 2)","2011.08 월","97",
"전 산 업","매출전망BSI 2)","2011.09 월","99",
"전 산 업","매출전망BSI 2)","2011.10 월","99",
"전 산 업","매출전망BSI 2)","2011.11 월","95",
"전 산 업","매출전망BSI 2)","2011.12 월","94",
"전 산 업","매출전망BSI 2)","2012.01 월","89",
"전 산 업","매출전망BSI 2)","2012.02 월","90",
"전 산 업","매출전망BSI 2)","2012.03 월","91",
"전 산 업","매출전망BSI 2)","2012.04 월","96",
"전 산 업","매출전망BSI 2)","2012.05 월","95",
"전 산 업","매출전망BSI 2)","2012.06 월","94",
"전 산 업","매출전망BSI 2)","2012.07 월","90",
"전 산 업","매출전망BSI 2)","2012.08 월","83",
"전 산 업","매출전망BSI 2)","2012.09 월","86",
"전 산 업","매출전망BSI 2)","2012.10 월","84",
"전 산 업","매출전망BSI 2)","2012.11 월","81",
"전 산 업","매출전망BSI 2)","2012.12 월","78",
"전 산 업","매출전망BSI 2)","2013.01 월","80",
"전 산 업","매출전망BSI 2)","2013.02 월","81",
"전 산 업","매출전망BSI 2)","2013.03 월","85",
"전 산 업","매출전망BSI 2)","2013.04 월","86",
"전 산 업","매출전망BSI 2)","2013.05 월","87",
"전 산 업","매출전망BSI 2)","2013.06 월","84",
"전 산 업","매출전망BSI 2)","2013.07 월","82",
"전 산 업","매출전망BSI 2)","2013.08 월","83",
"전 산 업","매출전망BSI 2)","2013.09 월","83",
"전 산 업","매출전망BSI 2)","2013.10 월","86",
"전 산 업","매출전망BSI 2)","2013.11 월","85",
"전 산 업","매출전망BSI 2)","2013.12 월","85",
"전 산 업","매출전망BSI 2)","2014.01 월","84",
"전 산 업","매출전망BSI 2)","2014.02 월","87",
"전 산 업","매출전망BSI 2)","2014.03 월","89",
"전 산 업","매출전망BSI 2)","2014.04 월","86",
"전 산 업","매출전망BSI 2)","2014.05 월","87",
"전 산 업","매출전망BSI 2)","2014.06 월","86",
"전 산 업","매출전망BSI 2)","2014.07 월","83",
"전 산 업","매출전망BSI 2)","2014.08 월","82",
"전 산 업","매출전망BSI 2)","2014.09 월","84",
"전 산 업","매출전망BSI 2)","2014.10 월","86",
"전 산 업","매출전망BSI 2)","2014.11 월","84",
"전 산 업","매출전망BSI 2)","2014.12 월","83",
"전 산 업","매출전망BSI 2)","2015.01 월","83",
"전 산 업","매출전망BSI 2)","2015.02 월","85",
"전 산 업","매출전망BSI 2)","2015.03 월","91",
"전 산 업","매출전망BSI 2)","2015.04 월","88",
"전 산 업","매출전망BSI 2)","2015.05 월","91",
"전 산 업","매출전망BSI 2)","2015.06 월","86",
"전 산 업","매출전망BSI 2)","2015.07 월","77",
"전 산 업","매출전망BSI 2)","2015.08 월","79",
"전 산 업","매출전망BSI 2)","2015.09 월","81",
"전 산 업","매출전망BSI 2)","2015.10 월","82",
"전 산 업","매출전망BSI 2)","2015.11 월","83",
"전 산 업","매출전망BSI 2)","2015.12 월","81",
"전 산 업","매출전망BSI 2)","2016.01 월","77",
"전 산 업","매출전망BSI 2)","2016.02 월","79",
"전 산 업","매출전망BSI 2)","2016.03 월","80",
"전 산 업","매출전망BSI 2)","2016.04 월","81",
"전 산 업","매출전망BSI 2)","2016.05 월","85",
"전 산 업","매출전망BSI 2)","2016.06 월","81",
"전 산 업","매출전망BSI 2)","2016.07 월","81",
"전 산 업","매출전망BSI 2)","2016.08 월","81",
"전 산 업","매출전망BSI 2)","2016.09 월","83",
"전 산 업","매출전망BSI 2)","2016.10 월","82",
"전 산 업","매출전망BSI 2)","2016.11 월","82",
"전 산 업","매출전망BSI 2)","2016.12 월","82",
"전 산 업","매출전망BSI 2)","2017.01 월","84",
"전 산 업","매출전망BSI 2)","2017.02 월","86",
"전 산 업","매출전망BSI 2)","2017.03 월","89",
"전 산 업","매출전망BSI 2)","2017.04 월","90",
"전 산 업","매출전망BSI 2)","2017.05 월","90",
"전 산 업","매출전망BSI 2)","2017.06 월","88",
"전 산 업","매출전망BSI 2)","2017.07 월","88",
"전 산 업","매출전망BSI 2)","2017.08 월","86",
"전 산 업","매출전망BSI 2)","2017.09 월","88",
"전 산 업","매출전망BSI 2)","2017.10 월","85",
"전 산 업","매출전망BSI 2)","2017.11 월","90",
"전 산 업","매출전망BSI 2)","2017.12 월","88",
"전 산 업","매출전망BSI 2)","2018.01 월","91",
"전 산 업","매출전망BSI 2)","2018.02 월","87",
"전 산 업","매출전망BSI 2)","2018.03 월","88",
"전 산 업","매출전망BSI 2)","2018.04 월","85",
"전 산 업","매출전망BSI 2)","2018.05 월","86",
"전 산 업","매출전망BSI 2)","2018.06 월","89",
"전 산 업","매출전망BSI 2)","2018.07 월","87",
"전 산 업","매출전망BSI 2)","2018.08 월","83",
"전 산 업","매출전망BSI 2)","2018.09 월","84",
"전 산 업","매출전망BSI 2)","2018.10 월","83",
"전 산 업","매출전망BSI 2)","2018.11 월","80",
"전 산 업","매출전망BSI 2)","2018.12 월","81",
"전 산 업","매출전망BSI 2)","2019.01 월","79",
"전 산 업","매출전망BSI 2)","2019.02 월","79",
"전 산 업","매출전망BSI 2)","2019.03 월","82",
"전 산 업","매출전망BSI 2)","2019.04 월","82",
"전 산 업","매출전망BSI 2)","2019.05 월","82",
"전 산 업","매출전망BSI 2)","2019.06 월","81",
"전 산 업","매출전망BSI 2)","2019.07 월","78",
"전 산 업","매출전망BSI 2)","2019.08 월","76",
"전 산 업","매출전망BSI 2)","2019.09 월","79",
"전 산 업","매출전망BSI 2)","2019.10 월","79",
"전 산 업","매출전망BSI 2)","2019.11 월","77",
"전 산 업","매출전망BSI 2)","2019.12 월","79",
"전 산 업","매출전망BSI 2)","2020.01 월","79",
"전 산 업","매출전망BSI 2)","2020.02 월","82",
"전 산 업","매출전망BSI 2)","2020.03 월","73",
"전 산 업","매출전망BSI 2)","2020.04 월","55",
"전 산 업","매출전망BSI 2)","2020.05 월","53",
